,Florida,California,Texas,New York,Virginia,Washington,Michigan,Colorado,New Jersey,Massachusetts,Connecticut,Utah,Ohio,Alabama,the District of Columbia,Arizona,Pennsylvania,North Carolina,Illinois,Nevada,Georgia,Maryland,Montana,New Hampshire,South Carolina,Minnesota,Louisiana,Arkansas,Iowa,Rhode Island,Hawaii,Indiana,Wyoming,New Mexico,Missouri,Maine,Tennessee,Idaho,Vermont,Oregon,Mississippi,West Virginia,Kansas,Kentucky,South Dakota,Delaware,Wisconsin,North Dakota,Nebraska,Oklahoma,Alaska
2007-03-01,253597.80624555366,476195.1655884837,142671.4130574139,278859.6543621337,265435.1602093386,315228.15921206184,142438.9477332715,239039.1788705633,361647.7192622167,350545.5782248333,303314.38699500647,227185.3664848275,128366.79394873347,135553.22042423455,387525.10608728783,275604.03008002316,167088.59194868483,167499.78331602985,207516.04347559437,329158.4314495444,170667.66443134687,341752.5564789221,184047.37898855688,251695.39305072612,163780.80015355852,209474.3333556538,159780.8761096811,126121.54360572738,119241.86836525734,288641.93245239806,473233.4424648951,117592.31057612556,193504.33113079565,187600.77669918188,141408.57951149772,200375.76237830613,149454.88674044606,198653.7916714987,212350.55183897738,270209.2527402466,124393.81149253587,102486.51369927416,116678.65913395444,115730.6974539698,139351.1753888056,273072.0198386693,175475.45548100848,,132185.62362873586,109480.90267139858,237638.4268357502
2007-04-01,252194.38944170403,474252.52815104317,142892.43379829868,278979.0572763304,265588.79408711614,317426.86493249325,141803.11720912575,239175.9950789474,361795.0918426908,349903.57026723045,303124.55153282295,229668.24421024605,128226.2356909351,136253.6236003125,388538.95212186617,275343.6732962196,167534.41852021252,168182.97261849346,207703.3505872748,327489.5295375609,171053.3370311504,341884.8414601585,184748.18763501602,251093.03043934764,164041.71504538762,209192.96815654778,160442.94300962528,126322.86024265323,119492.28347094724,287789.6685838752,473682.75391057506,117662.71513854463,194554.64829568603,188366.41253437134,141507.08463781414,200073.9508306711,150005.6723053617,198887.1209218405,212684.77341233438,271655.144297421,124608.409944324,102760.45583098549,117041.9286887616,115747.2529772647,139427.1979064825,273607.39267872606,175637.48794534453,,132304.7537845281,109658.56360360944,238113.3348181669
2007-05-01,250366.9540754298,471222.4055748214,143296.65572939263,279207.91274625505,265404.5379113855,319384.1272621038,141042.77675398218,239583.23440168903,361733.24783459544,349167.52972297923,302776.50853709894,232105.59074166862,128061.97800691934,136677.56138699234,389011.58011015045,275013.80693996866,167963.07262725095,168921.56070459346,207723.843850262,325426.5555167195,171382.9848102286,341946.40774959413,185395.884295609,250649.77708816098,164294.50512283717,208711.99453099142,160889.15594247673,126424.1156509912,119623.98223485175,287021.46199213667,473876.4589719476,117641.7735952793,195807.3890147079,189131.57265325225,141554.4038781067,199688.98313046122,150552.7895846512,199456.79103535556,212933.57294245428,273147.5015507233,125006.77464481375,102996.74441847844,117481.1549686782,115744.22949340753,139560.9502508051,274381.2951199852,175715.17629044145,,132376.53193215517,109894.53658245054,238899.05203128196
2007-06-01,248082.98740039443,467732.79687030613,143822.23326194295,279242.9021875328,264808.39083455876,320643.7369814666,140330.65733959104,240005.1083997907,360976.61571173393,348135.3487636422,302104.9288960751,234776.28731045825,127912.77785272141,136956.42658364677,389111.32468557125,274085.1706732933,168289.2299188919,169636.20581608056,207603.47574177186,322597.5133604014,171605.9332736488,341738.1904288097,186015.77611262226,249941.7636197879,164464.535214027,208086.77405212028,161253.87378836845,126518.69219324179,119668.95729695173,285394.6178988362,473847.29666921013,117608.37711226172,197201.71297612344,190261.92843277135,141549.28622276793,199038.67987819822,151044.43656415766,199937.23562358625,213300.69919208073,274177.6702760467,125351.41306037235,103192.54581396304,117864.67613687286,115763.69148658814,139939.3903325662,275365.14475406025,175711.90437404628,,132121.3460086262,110203.19461520315,239713.84227363067
2007-07-01,245331.5790097326,463266.717095928,144291.2576351974,279298.73937294306,263685.1945275631,321227.64820765133,139474.76688896227,240316.29856256177,359566.8576881751,346733.9865081802,301258.1236272778,237470.35081414809,127713.40836569818,137049.9769478398,389118.5692400954,272524.5136827799,168640.9701415573,170251.9804841672,207330.11474556816,319238.2689222449,171711.26437223147,341275.4036265645,186417.5180230286,249313.00942228734,164631.44031860385,207224.4688444368,161536.1333482765,126585.34805824875,119665.72215270261,284089.0649587622,473004.2133997788,117488.40109849763,198246.7755714001,191149.49505761787,141521.34221343137,198017.20366903677,151449.03166312538,200388.75848031437,213511.87016488938,274717.77096048923,125529.05779141147,103340.87513233011,118179.22276041422,115841.58906198367,140282.51736942813,275908.84277492267,175524.93670053253,,131984.04198721293,110572.5891750873,240552.5335583683
2007-08-01,242290.67386771183,458609.6207281328,144789.75978466016,279375.95017521153,262436.25289967353,321679.84299135004,138726.86407491515,240462.9942367541,357858.4231780804,345281.3786094943,300491.0967176336,240121.59370359336,127477.92330671863,137175.70055824998,389031.2065184749,270382.6949973531,168893.41276493442,170807.1395758606,206982.9102627168,315630.6047605367,171749.95493453802,340709.2673681944,186953.36073700004,248788.09606654744,164769.97815147165,206427.06876417866,161937.2028955424,126754.98397375934,119752.09168980668,282621.1497448418,472378.8255469394,117450.73289848115,198999.24334913798,191914.4510299109,141459.74443207314,197712.20085900908,151762.69404271332,200778.3690149902,213504.0550722934,274821.7263992712,125680.4929862208,103496.12594907789,118516.77901841386,115934.8699201591,140717.08733897854,276132.42682118894,175400.60859212416,,131897.47973898845,110922.35209425764,241349.9172118184
2007-09-01,239177.43992094466,453375.7463984981,145281.01540328868,279381.86380523077,261293.9004409652,321883.6215560027,137785.74724401056,240274.96078148717,356185.4327286931,343854.7119942843,299962.9085436911,242124.46558223967,127295.9268322037,137276.27586915938,389039.7724598961,267703.38138038974,169020.39830897236,171243.8093853396,206430.92803888183,311601.76610167115,171636.6781200215,339891.93694005517,187494.105553276,248253.09552865216,164857.13637529835,205635.94289146693,162294.00332832916,126874.99332236056,119862.60786524737,281551.66754610837,471397.5441328345,117404.02849482062,199506.31414082635,192160.4427841599,141338.05604494837,197840.10224215096,151909.91804949477,201084.13733387482,213645.91172266463,274780.96035450196,125877.21735516773,103596.93772367173,118774.80126118824,116021.85326342356,141067.6653407685,275909.8288595998,175308.62394741978,,131937.2333572193,111198.79661163199,242310.6957893153
2007-10-01,235993.32262521973,447883.2411402962,145733.38779293,279584.59998111514,260304.855774709,321366.3030093062,136839.58177166164,239825.37343178203,354659.0893495733,342246.9620927544,299439.4274359787,243664.50709185822,127084.34472530922,137365.48518787159,389502.7702550776,265001.49263348925,169103.6103596471,171587.17425471483,205816.28304303272,307695.28526244446,171415.0394956256,338395.3957655404,188090.32067908617,247636.11675287562,164792.32727785598,204932.89537557904,162555.82540697162,126978.5750538385,119989.25495103723,280366.0275341103,471026.23439734516,117473.12309195794,200080.06953759398,192235.3052458987,141152.5519079911,198410.33097067892,151937.25007135165,201279.992966234,214055.06199621095,274460.31794198154,126131.4142257271,103691.33358848776,118990.67480311228,116141.97265005273,141478.03505972578,275809.31544111605,175338.1365822798,,131643.49624253635,111382.85861341104,243291.7377646982
2007-11-01,232663.9642442376,442362.0831346188,146110.32835315246,279788.7710777112,259327.05244904922,320115.8289552511,135783.00367893468,239081.52860258508,353124.3587162988,340591.90823121875,298521.69685847487,244961.76844551173,126737.72378467432,137352.80890706912,389785.3329302371,261464.8839014968,169209.95366817925,171841.49922082212,205176.26103783023,302186.650067562,171005.1203112137,335896.41391566227,188751.4221103471,246690.54843119657,164656.0789704467,203975.27931279503,162764.8352515997,126973.43890180242,120106.26006226677,279601.55515133817,470596.913091287,117686.0961842776,200587.18615498298,192225.3599015155,140841.9176213781,198405.54709144498,151770.15837579916,201453.8008094766,214668.74560482925,273765.6755903543,126265.36423762848,103730.28774104985,119013.61750486818,116189.8521072329,141941.7597245341,275305.22990905563,175302.24880045842,,131315.03566453134,111552.83426335239,244125.5999501632
2007-12-01,229287.43785970984,436443.51503767614,146458.02852387135,279899.65432449477,258037.57080991994,318607.8744486601,134847.41587666512,238210.37582688278,351565.0422671199,338932.22649938846,297372.89472427155,246229.79118685715,126299.71148247008,137256.9752992593,389548.0371414905,257943.6020085358,169293.61976400347,172005.83291982775,204416.94285171013,296209.8238804488,170582.64806306185,333020.4647814023,189492.6635015763,245512.2509154786,164496.35413694222,202762.53017308656,162854.73128245896,126969.06897287471,120285.35848954252,278874.15412117844,470319.52451915544,118019.36727023222,200980.34589765043,192309.76462105374,140499.64997267362,198503.9470498413,151502.6429029312,201824.7691775688,215278.0603585098,272825.9010471629,126188.21514718456,103816.58386604449,118973.53352306083,116194.2393148335,142498.94844355344,274241.63316309714,175243.69177441977,,130974.95902818335,111689.59934858623,244851.8798928835
2008-01-01,225619.09008688803,430549.9823077167,146317.49041312517,279968.22588373284,256544.4782521762,317111.16485934827,133891.95463863757,237189.67362847537,350197.2846412751,337205.90189521917,295403.60330215836,247069.58621734552,125829.1715464429,137048.8793575973,388940.8581556566,254173.59154345052,169249.99635706583,172115.72932634686,203588.31495038627,288732.8529161361,169946.93386090515,330530.9391170591,190178.30239550667,244171.6119390584,164446.75042638113,201361.75730400707,162955.49278066863,126925.34874246163,120516.8669711544,277826.1958363917,469691.7485454981,118243.4511648263,201235.5190916398,192278.1468612974,140191.61472238475,198591.7865787309,151057.81550325445,202220.6978645335,216327.23745942724,271445.31925780844,126151.77096303871,103947.27047822635,118886.85638772516,116139.31074774372,143144.23914419708,272502.2544067809,175130.6100109994,,130618.95056989857,111739.7181210984,245429.56129351308
2008-02-01,221998.53997827673,423593.78288610413,145911.10514643442,279831.221820763,254871.04564830544,315757.46650356223,132788.95816648414,236261.87775962098,349104.93918957526,335247.95410717424,293280.8791549838,247204.13872127593,125375.78702803666,136836.8604169361,388093.26952418516,249643.04904493908,169219.3631356079,172181.5465548975,201957.65840103582,280585.832283255,169232.19922401363,328534.53927040653,190625.54534335167,243067.40767571688,164337.35332740357,199745.73877157364,162908.34231610716,126938.06084349165,120626.41787543509,276073.26664705365,468760.46076182486,118308.76878237921,201465.21009294162,192130.41745164804,140047.75502239983,198698.7143582895,150630.53304305123,202962.71718939615,216722.92107264407,270387.13129369885,126021.50857246977,104148.0534619271,118828.80016940557,116111.5113786101,143677.5065071457,270881.26029438846,174815.90718844745,,130111.26075977813,111804.25801783228,245491.36790015487
2008-03-01,218131.82327123499,415284.17242300394,145312.7432787911,279674.98897626356,252902.31103880014,314397.59160138044,131454.3584301745,235371.8947291279,347724.4828971781,333103.05415589403,290802.9951979402,246481.07104278146,125005.27946869406,136592.54344297145,386999.11321081454,244669.43026947905,169152.86220303274,172262.2993460478,201193.27530796165,272210.1775584545,168365.1167792223,326531.8070085571,190411.52515267328,241857.50643326656,164076.32459952935,198178.5316946254,162825.44197186033,126971.75988055482,120567.2408451936,274204.4878071014,468585.4959857235,118269.03850459267,201664.95727870252,191812.3654578546,139945.327473316,198642.38174750967,150270.0607920052,203200.99678087942,216852.09863447535,269089.3239630805,125935.21795455496,104316.03087989915,118880.83659185011,116087.1896969903,144010.5053100503,270091.3150081742,174245.06322143073,,129687.35743514051,111698.64185139402,245522.3337283081
2008-04-01,214366.5880492078,405543.6047334645,144998.7416633122,279319.3220270856,250661.27354188458,312545.19129084307,129901.27235244313,234588.4575358881,345616.75221756013,331088.1438778984,288888.03629368334,245130.35835717063,124684.37189075108,136409.19666825852,385424.20564417756,238879.12067467035,169106.59702581703,172305.0555634721,199767.7321428765,265008.54971682205,167619.39246010312,324103.84201953653,190036.98401336523,240874.37428215452,163747.33047208932,196655.02506328476,162703.73575652807,127028.24336648046,120386.0279742084,272200.36717980244,468752.5476998249,118177.55090762726,201697.75013139728,191335.55512114454,139695.78091215433,198052.3923357573,150071.56286150383,203062.9662083492,216220.97310800906,267766.54234639637,125606.07909475449,104464.07002317919,118975.03697526455,115936.85488837787,144090.20280241736,269722.4170728962,173528.54300797227,,129431.92031398776,111710.82230636319,245287.2521804962
2008-05-01,210321.41237574688,395175.3741045872,144773.72778626147,278724.6160801791,248274.14497585726,310107.3277247415,128384.47533815382,233712.88305621015,342749.2022203753,329351.4159273856,287373.9028435163,243394.9466479532,124424.45644604783,136291.31564898088,383799.51487653074,234345.04406621144,168902.05119912702,172256.44740165758,199266.2219241486,259096.79229746934,166904.92851317523,320917.1463329455,189829.38821687564,239084.19787188587,163437.41058005663,195300.25269605,162660.40521706038,126978.79117791372,120253.2401701056,269848.01167540596,470093.41402530833,118043.05884823516,201563.15125699143,190738.48323656144,139350.47132903888,197048.13334896206,149932.72759440783,201862.7361581154,215677.26952970462,265909.9349759486,125029.20280472092,104597.90441730102,119170.99368189112,115745.60428123812,144084.47812634672,269104.0385245627,172861.76098941235,,129281.71932198234,111752.8263407676,245322.87228648618
2008-06-01,206387.4909562325,385106.6117028219,144571.93524188327,277912.8655302239,246198.25771870613,307282.2906480031,126904.81616122885,232851.38712540912,339800.7874650457,327808.2518217795,286123.1202942897,241380.68940331647,124128.94382380387,136275.30667266832,382222.95391240815,229917.41785544265,168575.6428926348,172024.718850954,197615.7506162621,252729.0138437281,166154.42157946536,317197.3748383512,190071.6047240343,237070.24388903976,163160.0505472156,194065.1470088126,162656.18165912424,126810.01935388694,120132.07023349022,267326.05052374274,470547.79519352526,117914.1848897322,201253.36415868517,189951.60724329887,138913.9665509988,195528.3502379833,149745.26254192143,200488.0496590366,215077.50859005455,263882.5277431501,124385.86666752257,104789.70159646445,119350.83342357735,115546.3302458137,144154.83755379237,267561.9169344434,172377.39280207726,,129131.8938833344,111975.73828653786,245231.80996433672
2008-07-01,202365.24331215644,374909.04477241304,144405.09118539616,276837.10565292876,244079.95389412623,304529.18179616245,125410.71603351209,231835.33701944913,336975.7374770082,326074.9276275745,284640.6340869023,239289.191766638,123841.7549112593,136222.6647541794,379849.8377029433,225307.00572305056,167995.1037930944,171634.02975813535,196544.4029413811,245894.17478132315,165257.57129018565,312903.0734971918,190339.6479533896,234914.72782522844,162655.48655815236,192727.78945008494,162656.976255094,126600.35560828331,120017.84376109335,264403.51165530604,467744.0865857373,117721.94826956799,201008.68216748946,189028.88323935226,138456.24581524965,194151.42031316026,149421.12538926912,199076.74780478168,214349.66970085935,261802.1133620042,123706.70191637597,105022.18152092013,119425.1387348784,115471.72636561345,144252.8390435299,265608.902544294,171906.00405841848,,128961.36163740081,112080.08483836248,245208.04113448827
2008-08-01,198183.39446800892,365091.72278685536,144049.48730508867,275673.5665091548,241738.74687522158,301539.5870084985,123642.2425212362,230865.85938756503,334267.22661746986,324083.07626663445,282633.5026317733,237014.2539978026,123497.60951539308,135983.74251265722,376692.021895672,219526.90495364927,167239.44404052597,171177.48364889275,194536.97827051286,238731.16239353872,164221.57614977114,308643.0004451179,190257.17978178748,232991.6138652727,161991.6236951597,191063.32082959358,162713.1089876412,126309.68001550145,119923.63869668811,261281.19197647017,462587.8833639173,117416.64196905044,200789.42330969425,188009.92376251495,137955.0947664175,192809.76962275084,148953.1898216386,197680.10080814027,213924.55108614077,259551.74081393596,123170.65353738943,105206.64588258429,119496.80574458202,115468.30539181166,144430.05749017975,263404.23214225,171373.49556306694,,128738.59913067082,112090.80239361874,245397.53126169022
2008-09-01,193930.526674047,356021.7129388887,143534.96611373048,274373.11941397935,239318.77600000185,298483.6233076841,121919.67810182653,230051.53854903716,331497.64450836316,321587.94483604515,280156.4240618015,235042.58663433403,123087.68387819314,135692.60737105444,373884.00366445724,213713.2652748255,166442.19136606736,170692.05613691846,192830.0179603393,231506.17053063292,163118.252992521,304320.589446089,190083.80527440432,231186.55074043656,161265.8069211394,189164.5046179063,162738.160915483,126025.52942488423,119879.80871100524,258003.22876548706,456532.44644431554,117013.15323036781,200536.44436710526,187062.36083030302,137476.26695005974,191801.65670964145,148401.10297510173,196178.70418647327,213490.50984658592,257216.10438453278,122650.48406759066,104684.09774877389,119452.59406450379,115497.59868943728,144600.69992055584,261459.9583764019,170699.34838872345,,128373.73181147086,112087.38696001055,245490.8863892326
2008-10-01,189628.85207324778,348178.4357077603,142922.94764936753,272810.29157672945,237271.93277374515,295592.8277205276,120429.22082658845,229407.8387086516,328566.1921639698,318888.5609001158,277556.9921683288,233204.56081621084,122552.61277431813,135280.65357757002,372315.1201098366,208614.6291692129,165750.1186088104,170197.19132790386,190513.61833473333,224647.67076404227,161890.65366873099,300244.6732984179,189862.16158281852,229191.51436044765,160600.9845208535,187176.76091681243,162703.16729454658,125685.38387902628,119792.98258213505,254678.1952288082,452669.5781097713,116681.47923483507,200186.21384666828,185969.37912630275,137043.6346961716,190914.6362807235,147883.44536211583,194532.40006554,213039.68104090609,254842.53523527083,122246.62668406939,,119416.39549439127,115514.23422773888,144821.42388078017,259330.0611037901,169763.98638987532,,127889.79738741215,112160.12176309906,245716.21544663826
2008-11-01,185399.22966592442,340574.5797168977,142322.5174114603,271099.3937418585,235576.97000257915,292810.7114336155,119081.94216873434,228683.5698529276,325452.78107687196,316158.9874486306,275099.7564103859,231532.9930407514,122014.84437559814,134927.68637284334,371014.09652811143,202876.04205573525,165098.66770751277,169575.91830513105,188343.55146463876,217234.40191239116,160360.1108833905,296828.6125284497,189842.42162749256,227635.82174122488,159735.80349827083,185352.3953467039,162415.3882446373,125370.93013593846,119697.89012596785,251442.5832449336,449372.3900572613,116374.10636309268,199920.78833025112,184888.91013746196,136490.9799425444,190232.60442299632,147340.3317087693,192799.9978100129,212555.93502777885,252546.88890200062,121976.28663914408,102905.53212418985,119142.74395582352,115452.95721463843,145071.28831243483,257543.7126393197,168636.16590760904,,127330.81214895657,112129.97422337187,245782.5155783505
2008-12-01,181355.27738126586,333278.8958797042,141767.29768136394,269458.8445064448,234047.47967708533,289916.3651165589,117493.89700095088,227875.58081180637,322601.8082605715,313708.8013258978,273043.4073964984,229687.68630872256,121375.52355032817,134411.57774830985,369275.73831845325,196934.40825787498,164396.481401537,168832.2561198496,185794.98785152295,210729.67314008484,158514.23480665495,293673.354064322,189778.1459120952,226027.77500425882,158845.70467803194,183705.42513391157,162091.18268605022,125010.07319705316,119589.02380279855,248020.2409236499,446343.7830970774,115997.34827256516,199784.93148658614,183986.70853481934,135893.60726315522,189274.0289818331,146779.3919834527,190968.44763343237,212124.45108534247,250134.7037914655,121792.7003991622,102531.98175410712,118851.24602522801,115345.42805241067,145279.41312071818,255788.02527749087,167513.5633235906,,126752.23849894763,112013.68075012839,245750.0112300125
2009-01-01,177551.7898079985,326459.050388792,141262.14582752783,267941.3727982798,232385.52788562907,287307.62573294016,115521.709958504,227099.22967138476,320417.68951434875,311587.3095076657,271233.5946717334,227415.33982423457,120638.08430385771,133978.37101615328,368623.5690067969,191415.79191950956,163680.30348648463,168013.84332710053,183047.13547885724,204164.16924045398,156635.92997464354,290595.8104048426,189661.74110572238,225012.88599164688,157822.93418708464,182151.47767051656,161776.9127011944,124618.37623238906,119434.78145883931,244611.80777741675,443681.7918225696,115647.5794906538,199770.62890980727,183353.9024758543,135307.46304501768,188136.41867032158,146262.19629414813,188974.2940798178,211917.88147762138,248035.47556014094,121506.75885330972,102604.4779562942,118443.14737032843,115258.66788640457,145545.3820092058,254355.66732119676,166055.03441421548,160812.26863339875,126240.40293198147,111849.0722716616,245556.51646891408
2009-02-01,174172.11957458276,321492.5921872248,140996.85953179153,266635.5266838253,230779.89623516242,284625.09257400123,113479.46679141525,226630.36909619378,318638.51142648415,309560.2722599237,270083.6813674283,225154.04539598606,119830.36072535736,133483.92982659582,368729.392507866,187887.3260001126,163209.73313265806,167398.62713641534,180857.52783132368,198968.47864637515,154951.8176768647,287263.3238960288,189289.93746444385,223985.79847135508,156895.33236307165,180687.36702187368,161679.3039695406,124157.92224697297,119228.74753014522,241449.380437153,440207.1053912604,115340.60714007069,199664.3614301567,182696.7039278218,134876.5927235293,187089.69528899938,145864.33198244954,186804.2311566947,211823.93235213062,245763.47867992622,121186.50693098147,102758.79630330017,118213.91776228651,115226.21019822855,145587.37348711627,252999.6405622468,165019.24198616014,160822.08934220555,125939.2353467436,111600.6792038965,245732.81845926202
2009-03-01,170994.88622628254,317379.1474778775,140888.00574625723,265477.9793712849,229206.7453723003,281815.3955738051,111499.8394846095,226312.5659713995,316921.3868520769,307488.27291336237,268718.0868500311,222879.20274219397,119099.85416089966,133001.01035454858,368613.87044482137,184723.724302505,162977.2491058416,166911.58924331097,178722.85059679145,193874.88173439997,153437.36212268125,283810.75036292686,188947.27441240413,223097.36725207706,156130.50659079195,178996.93218463482,161650.8568727591,123669.18847588217,119048.18729903632,238367.348574704,436877.8107685006,115165.42067568556,199281.9668686785,181514.99984137595,134549.85146451535,186013.55729040477,145480.52142583203,184568.04508701616,211685.82077693427,243489.8590274586,120918.43125758349,102938.65566300321,118119.5209481013,115174.38055393034,145509.75971751934,251530.72822611197,164149.88347426828,160779.41789472513,126118.92024867966,111418.74441607622,246066.3009305894
2009-04-01,167831.31301082892,313513.9041198977,140871.20999882012,264492.204229635,227802.38558707084,278168.29068059585,109798.89276796619,226070.37424480377,314721.0195289299,305682.73102420964,267403.74054238544,221095.450856598,118585.24214990326,132393.05083138435,366744.2197348918,181524.34217513227,162837.22747775586,166412.3091312434,177373.06150133585,188819.6802829421,151827.63353039106,280302.4885960113,188543.67070635993,221547.4188410344,155411.39935519695,177433.90468973585,161819.6595655513,123177.6711907612,118942.45570794308,235990.32179310545,433307.68555361667,115021.64345756323,198693.7385570379,180417.64613113433,134228.0989762759,185065.45142266908,144968.2961515072,182301.4952636202,211423.77718566326,240904.08341733852,120736.47885321714,102855.5007322731,118281.42949941376,115079.96694128924,145186.2599609328,250129.10583241866,163927.35898446848,160567.4843816754,126386.27195524401,111281.99525481633,246279.9796716389
2009-05-01,164770.80543893095,309768.3553008508,140871.02115227046,263586.1491528522,226607.81042705735,274731.29704795784,108306.01078736175,225768.52042693362,312374.1903923285,304459.6425821083,265403.4258833845,219260.33807100845,118222.10508645569,131793.9279932957,363897.8218403315,177929.16341912266,162593.67419038198,165756.90982705422,175773.3120386411,182944.75320030306,150148.21169575502,277013.49431551504,188150.1954175378,219896.62120131784,154588.38749716803,176195.50072711243,161894.51359929726,122783.14418934128,118880.0599151958,233910.77523391007,429602.3131427754,114898.00715267305,198272.19810471497,179381.50146344941,133819.5411337736,183368.62957087447,144296.35788884232,180143.90256179232,211219.41332523045,238459.1657586303,120522.39588698994,102661.57410019904,118477.78463897516,114907.04728896137,144825.59924883253,248472.1910002271,163527.71277638452,160219.12489524172,126772.04385795408,111328.93844296974,245947.16011151028
2009-06-01,161859.47919783674,306494.9998049343,140846.51996589082,262602.1984863558,225513.37784333955,271701.5358056011,106939.88118335839,225421.76353709973,310004.96105165133,303671.8582049579,263373.49673817225,217454.3191172663,117903.25113358787,131167.19078072967,361783.7115792039,174875.11450752371,162259.58299513697,165015.43244633576,174496.72381005972,176806.17599026122,148539.41663073478,274512.32017302274,187533.80114012284,218544.71441396093,153579.09459877003,175385.61233945074,161953.04914959322,122498.68229211324,118779.6933063139,232232.81366784708,425104.5078583662,114786.47039409041,198001.50340013776,179219.55651444313,133264.55944177185,181823.44737185174,143596.9575216088,178245.08682277752,210885.76555109842,235994.4596499784,120231.08588839862,102435.16226722975,118700.20365383137,114720.39921291462,144451.1253946091,246972.3006193206,163091.56876995295,159815.88859248217,126954.47185561505,111456.42178303213,245521.77512313114
2009-07-01,159368.44657771464,304067.48507897696,140857.57909803337,261582.41251942283,224542.9778164945,269493.0462608873,105792.01142470993,224911.9293694629,307837.8013192895,303102.7979560638,261233.5934131383,215703.56526289904,117522.36143722711,130567.96300282539,359477.2028836021,172309.4351839174,161894.14114744856,164280.54764803319,173243.8116301018,170784.03375544652,147179.92206424987,272273.3667100161,186794.74348849469,217491.39242062028,152643.13336426925,174810.28400471868,161854.6610363172,122222.2650012882,118698.94529213913,230590.565229402,420708.32712859084,114568.87259434332,197754.85397037436,178840.28934346963,132631.9495979671,180243.1501579622,142932.14156905698,176434.1632167278,210264.470901755,233554.2517434523,119964.97696925748,102174.03265262286,118842.72703398763,114504.78845401695,144018.48508198882,245678.46589823114,162493.61288302185,159537.96302182463,127087.50302829435,111598.32534705265,245060.5397313628
2009-08-01,157073.37613300592,302038.6017013335,140739.66225112564,260481.60470095233,223537.8869569263,267562.7599409517,104689.84652799857,224413.68255287517,305966.75002231944,302573.9859349948,259678.1800057528,214030.42441927455,117109.91178118548,129946.78192341013,357493.4496864549,169970.60270088472,161464.35669774466,163449.04835647382,172108.55926473334,165966.64315337577,146020.41260619755,270344.1088641936,185928.05040943995,216556.25518745618,151896.08733894452,174337.5140031477,161641.54796500795,121878.66272626194,118598.11145441046,229275.90260956748,417327.08305984264,114304.12434283023,197214.1469610935,178569.44900917067,132070.4085625009,179435.22819041242,142396.03870651775,174629.71992254516,209307.18314738595,231511.39701461498,119625.97434044765,101967.8469934805,118927.10885210376,114303.49037250044,143607.0394064683,244831.1288439761,162009.00976092994,159720.21500946587,127160.74878367521,111739.76441920032,244652.62072819247
2009-09-01,154972.11035682098,300449.392950625,140584.07323043988,259554.42470488037,222552.69321406842,265963.4905214156,103718.75694795517,223993.95776495812,304395.87160841835,302234.3172654569,258352.57000378822,212437.48150041886,116728.93253283139,129354.13342168869,355160.72627298516,167803.53731954735,161058.24928406783,162690.85043191444,170558.86443241086,162222.1005269806,144928.99386543376,268116.56298647117,185039.49637828008,215527.19246801583,151236.71230182133,173748.9812444958,161375.70023031757,121473.5251085367,118496.8790568754,228416.6954553244,413355.7955917812,114020.95687627509,196564.11501632328,177805.9546011761,131549.3816677758,178770.61620775762,141953.21925231547,172698.8071985835,208383.94322998184,230032.0857939449,119249.85976569254,101313.04410812866,118876.30961403814,114085.42277291475,143188.79193383738,244117.9076112502,161480.83771382284,160147.66924136973,127356.15872550145,111850.02697273955,244259.4340394151
2009-10-01,153194.41191223144,299602.23251964647,140377.49444991862,258837.00581220197,221665.05679750792,264897.66109374043,102636.29562386997,223772.384689651,303247.70236227795,301963.80704099574,257303.70897374314,211003.53378657927,116455.21037928814,128862.35599599268,352721.50651058136,165496.1645316549,160781.33979130312,162058.71305576115,169050.31859977372,159727.8195124968,143848.03367956597,266256.57489858964,184422.78394879194,214619.36670013875,150627.98002124846,173017.41725090778,161099.07412368077,121089.61299000839,118384.66298856658,227936.25655410485,408905.0154343282,113770.48423979501,195893.53785586383,177591.22209516028,131151.30662724897,178154.39017219227,141615.87285174674,170978.55595184534,207713.38881609341,229022.9649069407,118815.2965818455,100536.88990754746,118839.53204048985,113924.9802016075,142855.41356497834,243505.89003358735,160954.64431024456,160538.48737554176,127693.75392594987,111883.40450482856,243872.4023687799
2009-11-01,152009.15188616153,300436.8261461366,140420.8183954252,258378.53619280772,221160.8545072168,264364.328858435,101685.21192387819,223791.9347506418,302480.12137474574,302000.76678975346,255961.3354116272,209978.8846945887,116182.87241936817,128462.41404905317,351744.7523346607,164495.68126616327,160725.1967903156,161632.4352211226,167576.08414811976,157851.03086641015,142887.30213604463,264788.19902266894,183884.14149425676,214047.13546707027,150162.81655471158,172264.63314077663,160998.2840898823,120877.43620068127,118298.68301523791,227963.80036097785,404877.43625231134,113625.1133903087,195182.41434533006,177248.11303251263,131016.97288536164,177476.21524506703,141326.5812183246,169530.4612610377,207195.22441809252,228198.58351433347,118453.81502937461,99648.10189645556,118773.42497842856,113814.0369600675,142569.6193668696,242840.54234960512,160387.0146296714,160476.70394917502,128000.82596590543,112003.25364883912,243846.80931394928
