,Florida,California,Texas,New York,Virginia,Washington,Michigan,Colorado,New Jersey,Massachusetts,Connecticut,Utah,Ohio,Alabama,the District of Columbia,Arizona,Pennsylvania,North Carolina,Illinois,Nevada,Georgia,Maryland,Montana,New Hampshire,South Carolina,Minnesota,Louisiana,Arkansas,Iowa,Rhode Island,Hawaii,Indiana,Wyoming,New Mexico,Missouri,Maine,Tennessee,Idaho,Vermont,Oregon,Mississippi,West Virginia,Kansas,Kentucky,South Dakota,Delaware,Wisconsin,North Dakota,Nebraska,Oklahoma,Alaska
2012-10-01,133963.11528605063,290332.24360206793,137423.229791883,249570.0805311775,218231.16430292217,220575.98770996017,96632.00254520886,223098.27479066027,270179.8932231719,290714.86282058636,225471.11514492566,194239.4361991072,107887.37911255307,125030.24433596023,373546.9173389705,156143.8955100025,152981.1980315483,149373.40193908007,140064.96161397325,136792.09048296054,122990.25385363057,242454.21396685252,180967.3347241209,202716.9299455286,140130.8740768633,159601.24673971484,157866.73251413065,120144.2955769929,118954.34343663557,207862.6017843859,415514.99378259014,111495.58893366966,201511.82396191428,161745.47284938596,121902.56933970877,170982.95849230472,136290.37982275384,153064.5013726614,212597.66831934848,200969.2733892979,113668.7234703952,101544.1699242667,115907.13708191057,111255.37468421341,152201.48865400685,210362.33606244042,146225.84969887306,175487.41364132115,126997.28282409342,110346.81414059961,252833.9109712422
2012-11-01,135024.28830671086,295076.51717983675,137791.6943434559,249555.0169763438,219050.9723603398,222026.85519263786,97328.60788872004,224991.96128511158,270447.6279125948,291647.935315508,225233.0404090264,195948.68413893995,107987.00589887443,125928.49678894783,378421.24073774647,158544.30754154627,152849.69969432626,149375.21553536746,139754.82311906596,139017.66757986575,123445.07289676178,243577.11171293262,182030.6593072751,202856.78365500108,140274.8821888766,160981.90945471017,157873.85280207312,120352.12066308665,118868.08634084799,208272.84968761556,418324.4007218845,111626.57667914689,202363.8786887452,162162.30811471678,121872.04985501019,171074.83285301697,136412.71775485564,154398.81225984357,212679.43603807068,202441.76606124817,113710.67842404137,101777.58446923963,116001.7370635086,111163.28100280208,152456.20727579488,210463.21390878162,146337.51653624597,177643.56788624858,127351.09575473079,110684.24720500344,254041.18230805828
2012-12-01,136438.57873354806,300126.02962009906,138161.5188112953,249529.50749296581,219646.43397758747,223649.75845835442,97950.83285573272,226664.75819927233,270765.15805863735,293103.77620325267,225300.17763518752,197721.98628774332,108048.64281581067,126541.28074064046,382965.1970671991,160491.03125708387,152762.59238013436,149311.56221866535,139444.13978756184,141076.57871414017,123886.60815633934,244535.03508028548,183237.47488989725,202978.24727069397,140362.58591949884,162238.23009103935,157893.9938295979,120566.73953883233,119153.20865609997,208478.7778945201,420334.68325938116,111681.86857639113,202903.34655655865,162692.6611367338,121806.99432541155,171029.45329958948,136303.13824081453,155595.71238565553,212719.06981777376,203977.12705684034,114082.43973098304,101974.61018754526,116134.26288978144,111240.91998076148,152731.50213454475,210768.3376041353,146403.5972058118,179827.19590762394,127551.02539052168,111143.5033936543,254357.3912544388
2013-01-01,138056.0800375738,304909.1897520108,138677.81171037632,249929.11661612336,220385.9001008399,225623.74080842073,98570.30895143603,228369.59156648538,271319.2931997719,294952.3307951363,225827.1507448837,199685.96902622128,108172.7921553309,126832.91007776861,386815.1171385935,162288.97025978495,152756.74862869235,149257.57636368964,139475.79524220157,143400.22032445733,124432.47359754892,245809.5659108835,184207.88753702803,203168.5893740993,140465.07096866402,163403.72236512942,158162.4720230823,120844.67041580206,119810.94291088457,208533.0032652299,422208.0678641349,111628.94412011991,203631.43162482872,162929.13305718146,121788.45324351283,170908.6795400864,136171.60318729354,156741.5319640082,213108.91445538425,205635.8329670735,114545.76822607908,102059.66907526755,116305.99551256171,111259.53964933155,153253.8965788053,211144.2966193834,146557.57123056045,182138.8874128831,127661.43134649098,111641.6846719832,254285.55492670974
2013-02-01,139707.3543022907,309142.0751325669,139333.90798798602,250593.72750762655,221293.59248370506,227589.30549498307,99288.89804606482,229967.63009700653,271859.367133888,296991.85859906423,226529.2563396286,201420.22248023332,108380.84028500342,126995.05335394574,390271.62081530265,163987.49114732037,152777.8337773067,149368.7085043436,139996.93005454866,145764.8280099803,125145.44947124535,247108.84019470782,184781.1573101811,203756.29865607352,140737.63368029907,164557.43660315478,158123.617044482,121174.0084101782,120379.85136414222,208731.82868558235,423743.3426133694,111655.2216950523,204329.25446932137,162763.53315852143,121868.59152070426,170934.05936774026,136272.188037429,157990.73556881506,213904.9458108348,207426.46585309636,114540.06270242504,101728.92803709411,116391.41540977219,111267.39973746361,153932.19135176574,211209.70263102345,146945.80095749916,183982.70205969163,127950.5642968857,111797.59534036554,253774.33702289828
2013-03-01,141392.43595123166,312778.150220553,140111.46272980017,251376.39718095455,222237.2307105473,229386.58457877897,100229.84761835034,231227.2772461784,272281.6804511314,298332.8726897542,227071.8277633365,203122.60659275914,108782.74737618193,127235.34285366863,392358.53744713386,165916.93357142943,153009.78299625695,149607.4304464298,140776.85861639635,148538.72122545537,126225.61811726644,248409.8907029802,185075.06658188193,204165.570751103,141162.3500079593,165711.55040208506,158323.42858645928,121523.33537415793,120829.46624390263,209592.33956191014,425737.1530107983,111665.61563539907,205011.3904899521,162594.45988762644,121983.01084770796,170926.17697274694,136736.50141417515,159355.10312600082,214877.14061220153,209199.46440835446,114062.77042585658,101393.0878415365,116351.92730798414,111175.08437481102,154697.91834643294,211603.25150446835,147439.02538506166,185472.79088894828,128341.90635526685,111887.91264955251,253113.62098006372
2013-04-01,143128.00108850785,317058.45292775944,140849.64533482285,252115.4191785213,223004.6775637879,231042.31859007527,101354.09194574795,232343.81248584154,272768.9883339635,299556.9790665296,227496.51628381354,204944.26142323724,109347.21153237236,127707.07389927043,394417.7075440837,168254.15451043652,153443.7135052268,149966.0503502723,141848.85302759692,151814.32345307074,127582.4289598007,249707.15024752912,185713.6048761125,204809.31853573196,141671.49530662844,166759.85912656426,158799.69457086513,121820.11442845104,121290.07781877417,210849.06943343874,427309.33567581046,111786.69007281763,205573.92761698374,162660.74840229223,122272.34382305242,171537.49240435785,137456.97361647722,160874.99239395457,215732.99095902988,210900.86903215293,113622.19159148914,100924.21256362111,116337.5166613118,111166.50880617501,155400.70575053847,212233.3009267397,147971.58611966154,186313.0396950735,128810.32212204854,112001.90528512718,253205.923805155
2013-05-01,145085.5587844934,322905.40782466484,141692.15887782827,252952.2525367974,223834.47433665663,232933.5827759809,102705.41336742807,233624.32430958175,273607.9351224964,300932.01034345076,227923.31010241256,207127.4833929174,110081.98845388631,128377.0751259977,397311.18749162153,171001.50200789844,154085.8772666879,150493.95552241022,142767.50719422832,155898.232691137,129272.00997117236,251337.2415122063,186664.984729634,205478.79262304658,142247.48986950656,167961.8083765149,159764.94166394757,122033.03660812625,121936.89737944868,212223.92664209558,429650.5989511072,112084.72479506518,206029.68940709345,163076.964319326,122681.44353945361,172327.1002327882,138285.8393510558,162633.5463931902,216489.0566696257,212832.7821344564,113274.87999423873,100663.74751473234,116467.03285597726,111413.88166933716,156151.76181924494,212684.0807229736,148555.95855811852,187564.04287618198,129206.89768989729,112197.78244346159,253838.6662394321
2013-06-01,147003.80744232246,329980.7374148636,142697.50000074014,254114.8528403764,224943.4499340649,234998.75832800823,104153.23961639607,235341.57285354406,274604.6765215772,302993.86086765624,228511.92726747293,209458.1860130959,110736.47495940745,128960.13324119488,401755.0031377087,173885.4050151573,154627.62675807095,151150.27872519253,143894.29350053277,160738.96438188388,130994.28890713527,253078.09969055024,187744.70016733595,206505.35303697956,142851.37374626438,169297.4791151285,160946.1381260027,122185.81460515216,122483.46036663657,213581.28623997,432480.64811535034,112533.52468397973,206432.60120786945,163482.2337706576,123251.4771349394,173515.54314245153,138957.9099916731,164418.42554214087,217193.57614415733,215050.87114905487,113295.44860444544,100472.10006362824,116810.15238062677,111915.49310789147,156795.92189701044,213425.50763961583,149180.42661049485,188949.21164285365,129638.81328266644,112437.918641022,255151.966530417
2013-07-01,148846.46423161484,337068.2874810076,143662.32605319304,255273.31811475658,226006.8433521049,236955.37802779127,105550.115125524,237329.47021642316,275728.88683540496,305162.86388668214,229141.2772543408,211655.777171158,111251.1043138607,129353.09895940457,406641.5000738112,176656.1330160105,154787.33185310973,151822.28932835427,144813.54579852615,165561.38578563184,132669.32213784437,254526.20367494217,188570.07089714962,207321.862019454,143369.7180646447,170787.54815343462,161731.73859653572,122209.13884294026,122911.76776911352,214738.00601273062,436109.3622780594,113052.03692906404,206419.63156057266,163549.79660774636,123877.23015893922,174387.48709035575,139413.28652276014,166078.58912920768,217662.83579113893,217245.07962992074,113249.38295443637,100166.84301546052,117115.5491329991,112416.52228528407,157315.84549914437,214047.16652685418,149715.17331025293,190342.48216111437,130093.00087844733,112605.70759663009,256501.6081456577
2013-08-01,150605.7327395643,343847.36131983914,144597.68972587603,256313.67155823627,227022.63365798665,238685.64551737384,107099.81213708014,239393.01586488177,277047.3246797633,307108.101364471,229671.69198327,213669.06590534133,111719.09892698446,129710.8720345664,411411.0218721193,179284.39162250818,154843.05105442458,152462.6403422586,146022.42086117723,169870.32389070655,134237.90243336165,255504.7255167874,189406.75925730553,208160.2539832436,143903.0217088772,172458.972955705,162652.402590009,122319.66317049942,123536.36026281706,215751.6015668574,440110.85595083726,113612.04318222904,206391.74018044685,163586.320967595,124708.42002868613,175074.07192389737,139782.88800789567,167543.26693736817,218115.05717913512,219394.1791678227,113613.62826010626,100268.92663878453,117502.90066605083,112981.11085623945,157912.2975633548,215199.7907579095,150356.4514077338,191859.91943940977,130716.69865306285,113005.41468746793,257778.73574622723
2013-09-01,152315.44741460014,350490.78103573946,145327.7536266637,257065.86665633763,227851.51033564415,240379.31429352786,108472.27339591818,241380.39322294,278590.74226349755,308865.2861676789,230106.26413643965,215468.39644594592,112099.27766665908,130008.75021915107,416955.0241567157,181682.13627873818,154773.09560831494,152978.2804634459,147122.18887274383,173735.87858508577,135585.00573577266,256414.94912255195,190299.1172532897,209050.38605419695,144368.05039399522,174067.36856371743,163397.83400397742,122487.26925527245,123956.2787806935,216657.34953914964,444990.6514613794,114064.03318207672,206558.29356928865,163482.56338196385,125429.66219148971,175593.00051252326,140115.19489834804,168903.57419687996,218663.6780547324,221422.8804600578,113698.38853289666,100602.87389803406,117797.62072926336,113284.42622796512,158454.69606901918,216145.74175832246,150936.51365469,193330.0685868431,131243.1709138759,113263.32930358437,259250.63002265617
2013-10-01,154120.54397919108,357052.18190712744,146160.18837406763,257864.30060253025,228704.74372776411,242141.3142995797,109783.92776009422,243276.46433276686,280123.0045632764,310682.53580523375,230549.13366110422,217154.8218186827,112470.23722864052,130495.26267246442,423043.75552960765,183822.26881037743,154989.9117844267,153502.49730370482,148526.65236676869,177275.23866188907,136964.78902713387,257498.85206925884,191290.06786166423,210088.08790711928,144952.45840610532,175668.78757650126,164036.6043776674,122805.06365194882,124417.25856986626,217557.42119941066,450182.77752397134,114446.19309414363,207035.24326050558,163495.7246113812,126127.16433761203,175961.6323207904,140594.07546858417,170261.71393872894,219215.0434148626,223479.23195047028,114077.07879007871,101335.12487985502,118217.78318795975,113607.88369978873,159249.4781033491,217714.71568578554,151525.39343399942,195103.97325718566,131793.01006106302,113792.74522170816,260130.96563615443
2013-11-01,155714.8757044426,362555.91780860815,146922.69159115656,258525.91390691148,229270.73990306514,243784.98622274108,110596.4845252132,244918.4513599421,280991.0274504377,312469.96473435365,230967.76418557446,218473.95788185843,112546.10833834684,130799.85610362883,428310.33093309094,185436.7897553644,155145.55556298478,153766.97048324943,149741.16921784545,180376.69897986067,138067.28157547582,258741.3237650157,192099.52222536912,210739.45614974538,145304.93535372987,176889.72198701324,164257.0886956842,122882.87669872092,124699.96295034922,218389.99525057842,454246.6859167773,114532.93660208916,207278.6783743646,163322.985245817,126372.63203015407,176168.36963847154,140929.77277351296,171207.8321798213,219050.80337289654,225243.84368068035,114229.19285796398,101631.4462695623,118509.48401287901,113660.94511416434,159727.42311522676,219399.39235540133,151644.39128042923,196403.94438092664,132043.12503383707,114286.45517768858,260524.46118724605
2013-12-01,157341.5294119634,366989.2703046724,147778.10663324755,258972.77729596803,229700.5282023972,245486.9867910582,111290.15305380673,246426.3309870253,281655.1172261977,314329.2149320756,231412.258587432,219407.80300329378,112619.75642954746,131193.64517851212,432066.2102996651,186600.80051758874,155357.07416193892,154003.02898808336,150887.9568482349,182530.33149448564,139272.95932194474,260099.8217104245,192953.0522689687,211216.32180593806,145670.68443519887,178026.65101150805,163947.05660286956,122757.70402357473,124964.84543078886,218909.4024034536,457238.193053844,114586.86438505584,207318.44664830688,163248.0874477264,126406.23854536796,176165.69237994353,141398.70976018428,171927.8257097522,218594.02069604467,226992.3094652087,114473.63794132082,101481.77288264416,118710.88243175654,113797.49093397179,159962.94699073918,220729.264276557,151835.1977947403,197409.44930703458,132352.96674834215,114796.64882913053,259985.45342718365
2014-01-01,158889.82808761904,370198.0374286947,148782.7500749271,259356.7448723437,230050.20342751205,247185.4728558258,111986.64695074152,247689.4457418191,282570.4931525411,316097.9979657409,231769.5204409597,220161.5720376571,112589.22187819949,131535.8811649383,434463.2164677305,187788.38638397885,155496.6942786094,154241.82999893307,151722.56482451633,183992.61138009373,140365.7845949347,261424.51960204355,193842.00232777427,211644.42954450488,146008.5431102177,179022.93696273424,163539.03863553973,122754.4057418935,125211.06499727994,219312.19829622217,459557.1697764802,114642.84091063752,207267.4240530966,163566.33408108694,126321.51263662695,176164.82853712817,141815.50897949524,172435.78365403076,218244.1686531386,228623.45178962252,114707.74953901599,100971.97412133445,118726.28983355539,113890.88451679416,160060.18019717353,221671.62620310308,152076.45998731765,198008.2619346463,132504.88041212625,115072.067152964,259176.5259127833
2014-02-01,160558.40046701898,372850.8963998791,149916.78596308746,259882.77022957607,230326.854361693,248839.6573899215,112922.34277496244,248979.66800003356,284209.66740321025,317679.65915406105,232017.13128469404,220781.95941003223,112696.93424364064,132044.31299341132,437332.491402231,189054.35703554974,155594.497818383,154735.11707476608,152624.90258696195,185461.5075108692,141587.875974434,262763.32371120603,194682.07439213374,212169.5810004063,146603.5342538881,180131.78820753098,163284.82002438814,123036.48486261262,125228.01407960779,219689.22909720417,462146.03339648823,114861.8148624808,207312.17322585933,164142.20223254376,126319.60127707238,176229.4901844002,142418.8878334119,173105.25964291507,218442.57776178027,230213.2172019224,115124.26523449674,100561.08676995942,118588.50405445088,114064.91635281536,159981.02398983063,222048.74164784796,152666.69344290762,198469.81585421588,132717.23838454744,115213.31799962139,258370.76459650774
2014-03-01,162123.22813315014,375263.5212356772,151060.8305285582,260848.65108844728,230806.71993931578,250346.00756511604,113770.7700897886,250207.33762117723,286350.2530240923,319083.32966465724,232389.1033352907,221614.3193044304,112839.79805396165,132433.10286862735,439862.7704209402,190332.2737494833,155691.88629529192,155265.2023146137,153410.14574313848,187010.34785019513,142722.20809904835,264076.9482497321,195501.34865702371,212748.9933808921,147144.94044684476,181258.00799306785,163137.44816780344,123283.94724187821,125469.61374359985,220437.70102203917,464996.6139857208,115099.37282054203,207408.88654343854,164700.46086583284,126414.41220224199,176368.6114541026,142930.7258477794,173889.93504631653,218835.37635818208,231777.71316552706,115442.10900124109,99849.64066258537,118534.11895480393,114122.22213183879,160040.794927566,222483.48295171536,153342.76430779308,198782.1600721984,132924.56918688197,115227.96164302278,257869.26831748677
2014-04-01,163516.73995606104,378205.85796878627,152055.29925304055,261972.92800941365,231371.9931179525,251678.41839020912,114732.75855188095,251616.5592148277,288446.36315872165,320557.5274045403,232899.21399110937,222331.93271986904,113228.8685219823,132824.68687805856,443043.90832731075,191290.09898210855,155935.69840049834,155818.44040681262,154212.20805738724,188878.36251210445,143884.43835796462,265504.413099849,196237.39330723337,213297.21187738163,147706.76138182482,182284.56186254605,163205.40146730116,123483.35097124876,125964.06078059015,221662.65641474235,467975.526238242,115525.23845665337,207598.69655310138,165073.18603256476,126665.49223852904,176621.17139113662,143570.80452969274,174721.27590502854,219105.06801535832,233315.73324491899,115755.26027991758,99268.05355907283,118600.45302818772,114385.3128235578,160109.00056003858,222370.86210552862,154096.46687522277,199152.42391980175,133318.35982232323,115354.84861938807,258255.72665153534
2014-05-01,164891.2144897861,381345.6369639214,153062.6723160541,263309.47823983605,232249.09665757287,253119.67729505035,115686.084160935,253135.08191151393,290434.37328215904,322246.69565745984,233633.2870049105,223234.35001237024,113906.48356620494,133182.45280744004,445847.7999471804,192068.163250423,156381.18369980415,156398.9373096402,155040.14721445058,190758.0679416279,145075.52755564984,266740.70797079935,197226.03141974367,214156.5212967765,148267.6343468088,183220.3873187563,163434.5777970634,123781.1996296554,126666.03687738329,222977.92884260547,471244.04119503754,116118.55197077322,208221.45156375857,165628.832091003,127214.01170478074,177276.63655926593,144313.74446805564,175738.1866948097,219838.06834734566,235052.0619260668,116213.39706298284,98659.15561166713,119000.22910098743,114874.65010353438,160440.70825096287,222752.62780727222,154861.02015354056,199744.68123711916,133866.32451411092,115672.53069256457,259127.6192253277
2014-06-01,166030.24257954294,383931.2971304033,154085.43801893864,264231.39011462446,232850.03141507824,254171.78361890416,116770.68074306274,254679.6526240975,291614.25386788254,323543.66645098757,234054.66238673741,223829.6739153749,114633.1059726882,133444.47233437287,448587.3992327378,192622.18881956514,156852.07794430212,156889.92419080055,155924.7988163235,192912.36597194546,146072.7814347515,267453.56633083057,198007.24472809726,214912.49013976558,148823.51860332262,183801.50051393756,164021.05398809313,124200.73977170979,127418.76975921454,223799.8022013983,473949.3802313356,116760.44956506525,208724.17175063313,165929.5023017597,127917.06320795156,178038.55769820395,145100.25538395974,176517.24490707522,220499.0158057713,236443.18923967113,116861.56010414986,98587.35316972987,119526.24680274713,115597.75102984051,160912.28134142858,223028.99050107275,155479.3179461825,200627.6237490792,134435.08758008573,116206.34740908396,259574.26591817822
2014-07-01,167203.7180795757,385631.41429455945,155250.16933256938,264990.13455940824,233301.2284838557,255045.1346488785,117790.1090403975,256308.74085745894,292281.6120043563,324462.97962699615,234233.63137004347,224435.6944378642,115291.09175818879,133753.7189287721,451424.93811233604,193109.4239327736,157341.95823252728,157302.48608682238,156904.8797725039,194818.45337405347,146935.82272515405,267689.1357610267,199181.60802250635,215615.47829883514,149382.2322633278,184257.63880618734,164924.31478910745,124637.94787185831,128117.5818954594,224116.0726666526,476533.1217155966,117439.7625048139,209423.08043911352,166209.49695023708,128680.70611717527,178846.50214497533,145809.33801323918,177406.81858960201,221443.892124215,237752.64224446705,117745.86350104836,99170.02459975613,120130.51851132557,116289.5269633808,161609.59529852602,223808.00579316154,155980.40544591096,201992.20812213258,135027.34725120067,116808.32430585737,260069.23980664936
2014-08-01,168202.2905054166,387121.99361839704,156297.56057021246,265441.29130688915,233585.36741928943,255642.95337088194,118595.12803456228,257949.39800034743,292498.6318580611,324837.33190564305,234013.63949018568,224995.66092997763,115677.07471230824,134026.37294537155,453979.7167903262,193553.7572157859,157582.89560130436,157518.72655849342,157714.10179123908,196143.93369836916,147616.29782873057,267839.63653727685,200219.18604816042,216040.468872434,149703.5666876677,184581.8320851354,165643.2547690737,125041.00116703298,128555.51641088042,224137.16810781517,478825.8966818285,117998.6233795592,210010.8698663863,166109.30965847865,129296.97279289283,179208.48693053692,146243.69322800988,178095.66949832582,222009.31727043446,238927.25465101257,118725.86172152474,100157.09922090748,120665.62333609916,116740.97447215063,162375.63736952955,224470.72216396345,156259.05211200778,203570.28180558528,135554.16096155602,117358.95009688994,260533.0844186664
2014-09-01,169240.21990011542,389582.87903562863,157221.02408559312,266046.6842440799,233953.4021221481,256462.88847422958,119157.67429446767,259945.6218842198,292806.87624489825,325429.88471505773,233663.47899902993,225634.3145365637,115875.18977396032,134164.4418316599,456475.0351846686,194049.97306026335,157605.6715442126,157681.85116631215,158306.4001366091,197152.33232726983,148230.36110879472,268376.0152266125,201306.95532921594,216368.8970502606,149922.82029181457,184923.81860271198,166192.8123625402,125389.24845852419,128610.36843324856,224395.94363337557,482048.6289374728,118426.43417125453,210803.55858909924,166031.2532281951,129678.03967753045,179372.22485692674,146542.53195762055,178791.01702268585,222604.69924707236,240289.99891773053,119607.90954608955,101109.96262750898,121073.51560445921,116887.38055376662,163043.04434307944,225493.35909969916,156281.25245688236,205130.54090759138,135892.01881951603,117813.53419555865,262205.7434158039
2014-10-01,170111.2728127273,392704.588334604,157875.75618610112,266516.18204691546,234187.3672995585,257299.75998268768,119311.68842740964,262105.75341988273,292993.36941603554,325729.0696597605,233039.5187907846,226091.88610409186,115783.62756961134,133927.72592854165,458591.28183499706,194336.69330286482,157275.6732037191,157678.84411007763,158660.67805898763,197805.44406097263,148697.51824524868,268964.3714861602,201837.56280209587,216582.7801423451,149915.27865315918,185146.50353704602,166508.43229033027,125475.93311853007,128136.582173513,224613.81980700043,485025.0966200557,118539.82046432898,211307.1087318069,165841.2738671093,129758.16178826008,179093.05133474563,146669.0178054901,179194.62193664358,222703.44486244104,241561.73329283818,120214.37681188615,101707.28473528581,121388.35183903546,116745.60319166328,163304.09509568883,226234.11389522057,156035.87220627788,206516.7695820325,136030.49570813743,118107.9577839488,263386.48783553956
2014-11-01,171199.8133114965,396203.0355853204,158703.20880841746,267161.05804899614,234422.48840740335,258519.63455476286,119514.50443722309,264530.9166427743,293089.17715129594,326500.05812703486,232800.08623718168,226597.53101249816,115747.57047758461,133653.06011651273,460899.71576384344,194775.76470061,157069.14671410157,157822.9678170488,158996.03872318115,198938.4123025892,149251.31276888575,269665.04789704253,202521.90766557716,216939.07249366588,150072.1514579423,185465.50355272615,167178.6622823571,125531.41710967624,127821.27411381113,225105.2933004416,487975.5217438378,118612.03482595108,211733.92758585393,165923.70184669216,129850.90121705772,178828.13828135643,147023.62007044218,179430.24084815112,222594.94701907807,242960.22715210138,120767.7323873591,102419.92812114807,121687.55382103763,116602.58644148767,163399.9373501981,227134.34354810856,155874.92396003578,207974.9417447621,136174.2214380845,118527.21123670628,264669.2237156261
2014-12-01,172490.58953523004,399433.2538287836,159671.2986790389,267711.3947173222,234679.54728043548,260157.39144499545,119798.17368533734,267157.5830557985,293059.36250515707,327618.26893183374,232715.38107909472,227289.82853064375,115881.65108429304,133482.85518137712,463458.915759499,195215.786817936,157050.49422958327,158115.45226098865,159359.51146808345,199809.22840216733,149844.96310691087,269988.93332937564,203291.88988109864,217476.9195586903,150314.67839156234,185898.30431659237,168114.35258916765,125636.58127607281,127952.20498639904,225497.34016944756,490156.87750842515,118770.41563630146,212412.61671419724,166188.4591478017,130131.55084137763,178607.15254249165,147472.53931766862,179680.918271831,222359.06689623356,244670.14109107517,121451.42539256904,103127.57858167683,122210.53816268536,116659.63195834089,163596.93535151632,227743.83450070783,155979.12774472014,209596.45712272645,136506.97924589925,119169.16477432202,265452.660688354
2015-01-01,173899.84689731707,402305.1644869224,160882.76503402696,268123.63323184266,235042.2187808758,262280.21063243697,120304.55467148974,270136.81332470063,293005.75783922843,329411.74685934826,232868.18428378474,228443.9544613467,116216.11221351904,133380.33103532324,465095.64662500663,195863.53079884723,157129.79545916515,158617.14852547002,159587.74559318522,200866.42017852163,150433.58451095593,270065.56504282105,204276.8568181674,218086.18651373722,150695.72904990744,186650.16927380208,169120.1162121134,125809.08185981396,128512.12670797021,225860.630224157,492654.40629023017,119011.46228271212,213471.84491660268,166421.42071820397,130485.50146045173,178538.31374009987,148020.14882578215,180189.4449739838,222388.59607961588,246618.97975574163,122231.28909955088,103914.41777373098,122720.52541742753,116780.83138359722,164173.38357850633,228732.6210381349,156388.81942209086,211087.07990110596,136924.36871004046,119775.47704750788,266327.0897889218
2015-02-01,175134.94546554473,404732.4787447692,162138.25978126054,268366.6531523267,235400.66273720548,264620.16510951956,120860.19600164407,273461.2939358752,293101.8771931057,331371.55457465746,232837.27779239012,229752.04433900383,116577.86956278939,133269.81939679742,466337.041568579,196556.794127918,157181.6438098146,159176.5240745105,159607.83345007882,201786.222852628,151008.19298704944,270167.5388791286,205154.37970018818,218872.71214718302,151140.01609019516,187592.22960455544,170109.0951891828,125960.66201105382,129239.214616446,226417.67277386304,495284.35443546047,119263.37760960883,214930.14674924756,166623.31050911473,130728.15061916031,178720.59281136715,148598.15485447395,181041.38219555918,222868.05028924393,248815.23509695128,122901.87942276236,104392.43520258497,123216.05288001047,116926.4970928405,165020.31870908107,229863.00185095682,156896.94283775473,212497.84591711243,137434.9333745768,120135.61074460007,266910.705906917
2015-03-01,176225.47329284155,406719.20247289765,163365.67701512936,268613.41460692155,235760.87320728612,266812.07460104505,121627.86126899236,276693.2356254279,293533.2995517132,333147.49379687663,233135.9211642038,231221.63435227252,116996.9033717746,133370.53780264923,466880.83058924536,197514.46190467302,157372.36888362278,159719.5404259926,159840.2123121662,202985.4925438078,151653.24892668644,270655.0794438675,206102.9034882812,219671.24536100906,151726.2509089289,188683.06676062933,170890.4833491014,126229.4331899645,129964.0765165552,227166.36942463764,497598.13475676044,119536.78591187001,216404.66213740502,167007.63592077282,131033.9310605665,178995.75686809924,149252.7489905769,182175.18228275448,223478.92883258243,250806.33532192974,123646.79861547727,104846.5496326041,123607.49881811674,117155.63002693247,165812.43194791538,231055.16170255034,157485.34228755886,213900.5866431263,137962.49687881357,120409.80670313562,267107.5629311535
2015-04-01,177320.7350845076,408642.121807054,164514.29424843306,269061.25340365426,236144.60408149147,268856.7061769984,122564.54512921862,279721.9855497359,294009.6843260591,334606.85826164024,233554.84989313464,232727.08530165826,117524.7739867624,133868.199272903,468144.53437284316,198668.5569874442,157791.17073135296,160294.83351112631,160231.83152772547,204420.5226455062,152460.70018434248,271496.61938235327,207404.66352630593,220754.01962256676,152423.87190810055,189832.23997048303,171775.0162773298,126662.60767282503,130781.4801018035,228060.91105043658,499127.2771121024,119951.9962785782,217780.21669267458,167649.59627164507,131534.60468617544,179657.61881579817,150039.98183751488,183390.5661993161,224257.3032132805,252732.0203403275,124504.623432196,105302.59053908718,124135.72246369597,117705.23616801859,166632.39668720224,231983.8204733839,158164.92041604637,215609.76612435968,138688.49562006674,120785.2562099492,267674.5143134608
2015-05-01,178561.32717924914,410816.3732171838,165613.24467803957,269865.45316533925,236640.64977701133,270861.4023321541,123633.51000799943,282500.62270942144,294765.2460848952,335931.3773387238,234062.35893375284,234320.8774642664,118192.08256787488,134500.51699703347,469386.5951266256,200049.68430964896,158382.56319299492,160930.0506525014,160976.4058363086,206133.20435509877,153351.47435682945,272313.4281859124,208845.84933147338,221834.66049372996,153243.97840738457,190946.46889143172,172735.99188424295,127070.4427246347,131485.57686201602,228718.57915081864,500889.4053405998,120463.6152779413,218938.6957244178,168254.11992766082,132232.30714459575,180473.50986883338,150936.90412112992,184770.10627332694,225111.903968764,254537.79232191233,125567.96677029807,105830.56211217267,124667.91646921773,118366.50845290597,167410.43738935978,232544.825569337,158929.28647001073,217435.399585641,139448.6584195243,121228.65374384234,268546.4353405432
2015-06-01,179833.35211857528,413044.52955209307,166707.90191762685,270746.88543156575,237108.62108481946,272765.7368564084,124583.65623593422,285181.0886701557,295292.97625547124,337036.4788689224,234265.61899575245,236036.24375670895,118834.29534008692,135030.14657644776,471594.190552881,201425.2859667736,158910.13377748532,161566.90750038202,161587.19028826474,208260.32248557147,154245.4838460814,272876.7484676077,210314.38180609266,222904.12723777464,154047.63018654656,191871.50488148254,173503.36008786698,127487.95083429385,132042.280914405,229272.04213880864,502822.75916005886,121036.45328784357,220015.42876750496,168517.49048449146,132876.8868117115,181453.34775795287,151867.02126291356,186052.0860806261,225934.47480592117,256448.23225452332,126496.83977156637,106308.31744892926,125147.74390710694,118988.79401207676,168271.5454541022,233218.05573747144,159585.2890320587,219030.6234284706,140203.53871918915,121480.66569326616,269474.96509421995
